,name,url,language,license,stars,created_since,updated_since,contributor_count,org_count,commit_frequency,recent_releases_count,updated_issues_count,closed_issues_count,comment_frequency,dependents_count,criticality_score,convention
2536,react-native-webview,https://github.com/react-native-webview/react-native-webview,TypeScript,MIT License,3401,30,1,179,10,2.6,52,384,277,1.8,156,0.62331,angular
2543,G2,https://github.com/antvis/G2,TypeScript,MIT License,10361,56,0,96,6,15.1,16,389,296,1.5,112,0.6230899999999999,angular
2559,regex,https://github.com/rust-lang/regex,Rust,Other,1746,74,0,146,4,1.6,20,26,17,2.3,1980,0.62285,angular
2561,ogre,https://github.com/OGRECave/ogre,C++,MIT License,2053,154,0,276,7,11.8,6,124,103,0.5,127,0.6228,eslint
2564,helmfile,https://github.com/roboll/helmfile,Go,MIT License,2663,50,0,167,11,4.1,82,172,80,1.0,114,0.62265,angular
2566,netlify-lambda,https://github.com/netlify/netlify-lambda,JavaScript,MIT License,531,39,0,62,9,2.0,4,66,60,0.2,44953,0.62262,angular
2576,orbit,https://github.com/kiwicom/orbit,JavaScript,MIT License,758,41,0,58,8,19.8,77,279,250,1.2,141,0.62203,angular
2577,rt-n56u,https://github.com/hanwckf/rt-n56u,C,,2076,106,0,229,4,4.7,3,104,53,2.4,519,0.6219600000000001,angular
2581,core,https://github.com/ArkEcosystem/core,TypeScript,MIT License,281,39,0,46,6,3.1,29,175,171,0.9,3891,0.6219,angular
2586,fivem,https://github.com/citizenfx/fivem,C++,,1608,49,0,171,3,32.8,507,73,59,1.7,219,0.6218100000000001,angular
2590,node-addon-api,https://github.com/nodejs/node-addon-api,C++,Other,1048,48,0,76,8,2.2,7,180,140,2.2,904,0.6217,angular
2599,edgex-go,https://github.com/edgexfoundry/edgex-go,Go,Apache License 2.0,723,38,0,89,6,7.4,60,293,237,1.9,195,0.62158,angular
2617,react-hooks-testing-library,https://github.com/testing-library/react-hooks-testing-library,TypeScript,MIT License,3095,26,0,46,10,4.8,18,84,81,3.5,427,0.62093,angular
2628,ofbiz-framework,https://github.com/apache/ofbiz-framework,Java,Apache License 2.0,302,177,0,70,13,20.5,0,32,21,2.1,891,0.62061,eslint
2629,cbindgen,https://github.com/eqrion/cbindgen,Rust,Mozilla Public License 2.0,887,47,0,86,6,3.9,13,59,45,2.3,1203,0.62054,angular
2675,angularfire,https://github.com/angular/angularfire,TypeScript,MIT License,6523,61,1,187,5,2.9,24,437,400,1.6,231,0.6190399999999999,angular
2687,bpmn-js,https://github.com/bpmn-io/bpmn-js,JavaScript,Other,4445,83,0,44,5,3.8,34,72,49,2.2,1087,0.6186699999999999,angular
2691,protobuf,https://github.com/golang/protobuf,Go,"BSD 3-Clause ""New"" or ""Revised"" License",7335,131,3,89,4,0.7,11,70,50,3.1,8289,0.61855,angular
2694,Fomantic-UI,https://github.com/fomantic/Fomantic-UI,JavaScript,MIT License,2307,94,0,284,8,4.8,4,158,95,1.4,88,0.61849,angular
2703,pd,https://github.com/tikv/pd,Go,Apache License 2.0,701,59,0,118,2,11.5,33,351,255,4.8,71,0.61826,angular
2706,respec,https://github.com/w3c/respec,JavaScript,Other,509,106,2,116,9,5.6,72,103,72,1.2,262,0.61824,angular
2709,kernel-msm,https://github.com/MotorolaMobilityLLC/kernel-msm,C,Other,465,85,86,12607,8,0.0,83,34,31,3.2,391,0.6180899999999999,angular
2715,express,https://github.com/expressjs/express,JavaScript,MIT License,51430,140,5,282,10,0.3,1,92,73,2.5,2414,0.6179899999999999,angular
2719,coreutils,https://github.com/coreutils/coreutils,C,Other,1983,343,0,243,5,2.6,13,4,4,1.5,1440,0.61785,angular
2723,endless-sky,https://github.com/endless-sky/endless-sky,C++,Other,2629,84,0,195,2,11.7,3,312,178,2.0,750,0.61757,angular
2731,open-event-frontend,https://github.com/fossasia/open-event-frontend,JavaScript,Apache License 2.0,1775,46,0,131,10,27.2,17,1221,1049,3.6,0,0.61732,angular
2746,Solaar,https://github.com/pwr-Solaar/Solaar,Python,Other,1982,111,0,110,6,7.6,9,100,89,4.4,33,0.6168,angular
2750,acrn-hypervisor,https://github.com/projectacrn/acrn-hypervisor,C,"BSD 3-Clause ""New"" or ""Revised"" License",630,35,0,159,2,21.5,6,281,221,2.4,749,0.6166699999999999,angular
2751,mikro-orm,https://github.com/mikro-orm/mikro-orm,TypeScript,MIT License,2379,34,0,69,6,20.0,26,397,353,1.9,80,0.61657,angular
2752,ripgrep,https://github.com/BurntSushi/ripgrep,Rust,Other,23204,59,1,273,5,3.5,4,78,55,2.7,915,0.61653,angular
2755,structr,https://github.com/structr/structr,Java,GNU General Public License v3.0,591,122,0,39,3,18.0,6,4,3,4.2,5196,0.6165,eslint
2769,emqx,https://github.com/emqx/emqx,Erlang,Apache License 2.0,7158,98,0,72,6,3.5,32,281,183,1.5,160,0.6161300000000001,angular
2776,jsdoc,https://github.com/jsdoc/jsdoc,JavaScript,Apache License 2.0,11496,132,0,103,8,2.6,12,101,23,0.4,1149,0.61588,angular
2784,fabric.js,https://github.com/fabricjs/fabric.js,JavaScript,Other,17610,129,0,257,3,2.5,24,212,149,2.5,58,0.61575,angular
2785,google-auth-library-python,https://github.com/googleapis/google-auth-library-python,Python,Apache License 2.0,384,53,0,68,9,2.1,31,88,74,0.7,1160,0.61575,angular
2808,ice,https://github.com/alibaba/ice,TypeScript,MIT License,15990,51,0,28,6,14.7,32,437,371,1.3,365,0.6152,angular
2813,klipper,https://github.com/KevinOConnor/klipper,C,GNU General Public License v3.0,2545,78,0,181,4,14.0,2,466,356,4.3,38,0.6151300000000001,angular
2818,tpm2-tss,https://github.com/tpm2-software/tpm2-tss,C,"BSD 2-Clause ""Simplified"" License",369,68,0,85,4,7.4,11,141,127,1.1,1358,0.61505,angular
2824,google-cloud-java,https://github.com/googleapis/google-cloud-java,Java,Apache License 2.0,1504,75,0,206,5,4.1,25,93,82,0.7,314,0.61492,angular
2829,google-api-go-client,https://github.com/googleapis/google-api-go-client,Go,Other,2525,114,0,75,4,6.1,21,133,116,0.9,693,0.6148100000000001,angular
2855,pmdk,https://github.com/pmem/pmdk,C,Other,933,78,0,108,2,10.6,11,122,105,2.0,1070,0.61393,angular
2856,errbot,https://github.com/errbotio/errbot,Python,GNU General Public License v3.0,2406,105,0,191,8,1.0,10,68,43,1.5,230,0.6138899999999999,angular
2861,content,https://github.com/nuxt/content,JavaScript,Other,1210,10,0,73,5,16.8,22,210,113,1.7,1517,0.61379,angular
2864,lua-nginx-module,https://github.com/openresty/lua-nginx-module,C,,8996,131,0,111,7,2.4,32,160,48,0.5,345,0.61369,angular
2870,toggl-button,https://github.com/toggl/toggl-button,JavaScript,Other,874,93,0,231,4,2.8,57,54,19,1.5,328,0.61361,angular
2879,components,https://github.com/serverless/components,JavaScript,Other,2072,36,0,60,7,10.6,47,62,41,1.3,753,0.6133,angular
2880,serverless-application-model,https://github.com/aws/serverless-application-model,Python,Apache License 2.0,7618,52,0,204,8,2.2,16,220,116,1.1,142,0.61326,angular
2881,patternfly-react,https://github.com/patternfly/patternfly-react,TypeScript,MIT License,428,47,0,121,1,19.9,4131,476,316,1.9,558,0.61325,angular
2886,webiny-js,https://github.com/webiny/webiny-js,TypeScript,MIT License,4077,37,1,44,4,54.8,855,253,185,1.4,721,0.61316,angular
2889,probot,https://github.com/probot/probot,TypeScript,ISC License,6511,52,1,145,3,3.7,111,109,88,2.6,1009,0.61311,angular
2894,pinocchio,https://github.com/stack-of-tasks/pinocchio,C++,Other,401,77,0,38,9,17.2,16,55,51,4.0,45,0.61306,angular
2896,open-pixel-art,https://github.com/twilio-labs/open-pixel-art,JavaScript,MIT License,324,16,0,1932,6,15.5,0,679,467,1.6,33,0.61303,angular
2911,home-manager,https://github.com/nix-community/home-manager,Nix,MIT License,1729,49,0,242,7,8.2,0,261,167,2.4,253,0.61259,angular
2915,filebrowser,https://github.com/filebrowser/filebrowser,Go,Apache License 2.0,8508,65,0,97,5,2.2,15,136,110,1.9,581,0.61248,angular
2918,profanity,https://github.com/profanity-im/profanity,C,Other,954,109,0,89,5,11.4,9,67,42,1.9,273,0.61244,angular
2924,oneDNN,https://github.com/oneapi-src/oneDNN,C++,Apache License 2.0,2222,57,0,151,2,41.0,33,112,90,2.9,68,0.61224,angular
2926,sendgrid-python,https://github.com/sendgrid/sendgrid-python,Python,MIT License,1083,108,0,194,6,2.0,19,40,26,1.9,152,0.61219,angular
2927,flynn,https://github.com/flynn/flynn,Go,"BSD 3-Clause ""New"" or ""Revised"" License",7858,91,5,133,7,0.8,101,14,5,0.9,23847,0.61217,angular
2931,pcsx2,https://github.com/PCSX2/pcsx2,C++,Other,4663,148,0,238,1,17.3,1,580,367,2.1,591,0.6120399999999999,angular
2944,conventional-changelog,https://github.com/conventional-changelog/conventional-changelog,JavaScript,ISC License,5016,85,0,111,10,1.2,6,80,53,0.8,965,0.6115,angular
2945,patternfly,https://github.com/patternfly/patternfly,SCSS,,307,39,0,50,3,7.2,161,402,281,1.5,1441,0.61148,angular
2962,opentelemetry-js,https://github.com/open-telemetry/opentelemetry-js,TypeScript,Apache License 2.0,650,21,0,95,8,10.4,20,301,192,2.3,81,0.6109600000000001,angular
2979,next-auth,https://github.com/nextauthjs/next-auth,JavaScript,ISC License,4029,36,0,123,8,12.9,25,381,271,3.0,8,0.61051,angular
2985,gogs,https://github.com/gogs/gogs,Go,MIT License,36142,84,1,499,5,6.5,4,122,66,0.8,426,0.61042,angular
2988,tuf,https://github.com/theupdateframework/tuf,Python,Other,1174,97,0,64,6,6.2,4,125,76,3.0,303,0.61034,angular
2990,yosys,https://github.com/YosysHQ/yosys,C++,ISC License,1577,98,0,181,4,26.4,1,178,113,1.6,223,0.61031,angular
2993,open-event-server,https://github.com/fossasia/open-event-server,Python,GNU General Public License v3.0,2560,69,0,209,7,11.9,14,286,242,2.1,8,0.61027,angular
3005,mongodb-memory-server,https://github.com/nodkz/mongodb-memory-server,TypeScript,,1303,45,0,76,7,3.2,52,52,34,2.7,315,0.6099,angular
3014,baseweb,https://github.com/uber/baseweb,JavaScript,Other,5858,34,0,184,4,15.3,110,221,178,2.4,43,0.6096699999999999,angular
3015,pyroute2,https://github.com/svinota/pyroute2,Python,,652,95,0,115,6,5.5,11,25,14,1.2,804,0.6096199999999999,angular
3016,contentful.js,https://github.com/contentful/contentful.js,JavaScript,MIT License,750,93,0,55,5,2.5,30,165,143,1.6,428,0.60958,angular
3021,swagger-editor,https://github.com/swagger-api/swagger-editor,JavaScript,Apache License 2.0,6707,81,0,112,7,2.7,26,91,63,0.6,408,0.60955,angular
3026,shaka-player,https://github.com/google/shaka-player,JavaScript,Apache License 2.0,4601,74,0,117,4,12.5,18,345,229,1.9,57,0.60946,angular
3029,lerna,https://github.com/lerna/lerna,JavaScript,MIT License,26112,62,2,270,8,1.2,3,168,21,1.1,3366,0.6093,angular
3034,code-server,https://github.com/cdr/code-server,TypeScript,MIT License,38965,23,1,109,6,16.6,23,461,289,2.2,123,0.60916,angular
3038,seL4,https://github.com/seL4/seL4,C,Other,2950,79,1,105,6,4.8,1,45,19,5.2,1210,0.6089399999999999,angular
3046,jenkins-x-platform,https://github.com/jenkins-x/jenkins-x-platform,Makefile,Apache License 2.0,289,37,0,60,3,18.1,472,10,8,1.7,5692,0.6087899999999999,angular
3049,LinuxGSM,https://github.com/GameServerManagers/LinuxGSM,Shell,MIT License,2557,90,0,158,5,4.6,19,435,357,0.9,74,0.60864,angular
3050,nest-cli,https://github.com/nestjs/nest-cli,TypeScript,MIT License,851,45,0,55,9,7.5,17,126,106,1.0,397,0.6086,angular
3063,polished,https://github.com/styled-components/polished,JavaScript,MIT License,6558,51,0,77,8,2.2,20,18,16,1.6,1308,0.60837,angular
3073,pac4j,https://github.com/pac4j/pac4j,Java,Apache License 2.0,1946,109,0,175,7,7.9,8,76,76,0.5,192,0.60818,angular
3090,yari,https://github.com/mdn/yari,HTML,Mozilla Public License 2.0,338,21,0,38,5,24.2,373,1212,1040,2.2,100,0.60785,angular
3096,System.IO.Abstractions,https://github.com/System-IO-Abstractions/System.IO.Abstractions,C#,MIT License,812,128,0,122,4,1.9,75,39,34,0.9,1004,0.6077199999999999,angular
3105,kamailio,https://github.com/kamailio/kamailio,C,Other,1301,236,0,405,6,34.3,11,121,108,2.9,0,0.60741,angular
3106,alerta,https://github.com/alerta/alerta,Python,Apache License 2.0,1845,107,0,71,7,4.0,20,142,125,1.2,146,0.60738,angular
3115,formulae.brew.sh,https://github.com/Homebrew/formulae.brew.sh,HTML,"BSD 2-Clause ""Simplified"" License",497,34,0,20,7,240.3,0,106,104,0.2,11860,0.60712,angular
3127,rocketmq,https://github.com/apache/rocketmq,Java,Apache License 2.0,13231,50,1,276,6,2.5,1,306,191,1.5,1258,0.60672,ember
3138,eigen,https://github.com/artsy/eigen,TypeScript,MIT License,2726,73,0,93,4,60.9,2,322,303,0.7,338,0.60628,angular
3140,pact_broker,https://github.com/pact-foundation/pact_broker,Ruby,MIT License,519,106,0,62,7,8.7,25,20,12,1.8,209,0.60626,angular
3145,pact-jvm,https://github.com/pact-foundation/pact-jvm,Groovy,Apache License 2.0,817,88,0,168,7,10.1,26,76,42,2.4,11,0.60612,angular
3156,cordova-plugin-inappbrowser,https://github.com/apache/cordova-plugin-inappbrowser,Java,Apache License 2.0,985,95,0,137,9,0.9,9,85,38,1.7,194,0.6058399999999999,angular
3161,cactbot,https://github.com/quisquous/cactbot,JavaScript,Apache License 2.0,426,70,0,98,4,33.0,59,511,483,1.2,23,0.6055699999999999,angular
3164,cappuccino,https://github.com/cappuccino/cappuccino,Objective-J,GNU Lesser General Public License v2.1,2172,150,1,205,6,1.3,7,35,20,2.1,685,0.60548,eslint
3168,spartacus,https://github.com/SAP/spartacus,TypeScript,Apache License 2.0,453,47,0,92,2,18.1,423,2451,1855,1.1,113,0.60542,angular
3173,qt-creator,https://github.com/qt-creator/qt-creator,C++,Other,1381,148,2,727,4,89.4,9,0,0,0.0,1947,0.60533,eslint
3180,spoon,https://github.com/INRIA/spoon,Java,Other,1042,170,0,107,6,6.0,3,130,92,2.4,134,0.6052,angular
3182,axios-module,https://github.com/nuxt-community/axios-module,JavaScript,MIT License,963,42,0,70,8,1.8,14,62,46,1.8,931,0.60518,angular
3192,sendgrid-php,https://github.com/sendgrid/sendgrid-php,PHP,MIT License,1229,109,0,151,8,2.0,18,36,27,1.8,86,0.60487,angular
3205,companion,https://github.com/bitfocus/companion,JavaScript,Other,512,34,0,43,8,13.7,3,130,62,2.8,627,0.60452,angular
3206,cspell,https://github.com/streetsidesoftware/cspell,TypeScript,MIT License,256,49,0,35,6,6.5,131,437,427,0.7,595,0.60452,angular
3210,bench,https://github.com/frappe/bench,Python,GNU General Public License v3.0,721,80,2,95,10,4.4,5,34,16,1.4,2179,0.60439,angular
3220,redoc,https://github.com/Redocly/redoc,TypeScript,MIT License,12479,64,1,142,13,3.0,20,173,62,1.0,172,0.60415,angular
3225,cheerio,https://github.com/cheeriojs/cheerio,JavaScript,MIT License,23160,113,0,130,6,3.2,2,364,345,1.1,279,0.60402,angular
3232,terraform-aws-eks,https://github.com/terraform-aws-modules/terraform-aws-eks,HCL,Other,1612,32,1,186,12,2.6,13,201,107,2.4,102,0.60387,angular
3233,stryker,https://github.com/stryker-mutator/stryker,TypeScript,Apache License 2.0,1738,60,0,87,5,9.4,2,194,164,1.8,664,0.6038399999999999,angular
3237,apollo-tooling,https://github.com/apollographql/apollo-tooling,TypeScript,MIT License,2716,54,1,167,6,6.2,22,119,57,0.8,456,0.60377,angular
3263,Carp,https://github.com/carp-lang/Carp,Haskell,Other,3735,61,0,59,5,15.4,7,277,197,2.8,108,0.60316,angular
3268,peachpie,https://github.com/peachpiecompiler/peachpie,C#,Apache License 2.0,1727,60,0,28,7,25.3,13,48,32,1.4,654,0.60312,angular
3283,express-validator,https://github.com/express-validator/express-validator,TypeScript,MIT License,4766,113,0,109,6,1.4,12,81,44,1.7,290,0.6027899999999999,angular
3298,phpMyFAQ,https://github.com/thorsten/phpMyFAQ,PHP,Mozilla Public License 2.0,483,197,0,74,8,8.7,8,84,56,0.6,283,0.60247,angular
3307,vis-timeline,https://github.com/visjs/vis-timeline,JavaScript,Other,605,95,0,187,6,8.5,27,156,131,1.1,18,0.60218,angular
3308,ember-intl,https://github.com/ember-intl/ember-intl,TypeScript,MIT License,409,76,0,90,7,7.7,23,64,52,1.1,132,0.60217,angular
3317,rustlings,https://github.com/rust-lang/rustlings,Rust,MIT License,13696,65,0,163,3,4.7,7,93,73,1.8,752,0.6019899999999999,angular
3326,ReactiveTraderCloud,https://github.com/AdaptiveConsulting/ReactiveTraderCloud,TypeScript,Apache License 2.0,1518,63,0,117,8,15.7,10,97,90,0.2,245,0.6016199999999999,angular
3328,VKUI,https://github.com/VKCOM/VKUI,TypeScript,MIT License,463,49,0,63,4,25.3,74,547,426,0.9,111,0.60154,eslint
3344,mkosi,https://github.com/systemd/mkosi,Python,GNU Lesser General Public License v2.1,577,55,0,93,9,6.5,4,130,110,1.9,146,0.60112,angular
3351,blockchain-wallet-v4-frontend,https://github.com/blockchain/blockchain-wallet-v4-frontend,TypeScript,GNU Affero General Public License v3.0,302,47,0,46,5,49.4,325,167,158,0.2,412,0.60095,angular
3359,sendgrid-java,https://github.com/sendgrid/sendgrid-java,Java,MIT License,376,90,0,99,9,2.2,19,51,42,1.2,150,0.6008,angular
3361,standard-version,https://github.com/conventional-changelog/standard-version,JavaScript,ISC License,4513,58,0,67,9,1.0,5,69,32,1.2,2517,0.6007100000000001,angular
3363,openwrt,https://github.com/project-openwrt/openwrt,C,GNU General Public License v3.0,259,41,0,343,2,61.8,0,51,49,2.6,595,0.60068,angular
3371,KaTeX,https://github.com/KaTeX/KaTeX,JavaScript,MIT License,13111,91,0,126,7,5.5,1,175,144,1.6,248,0.6005699999999999,angular
3375,vlc-android,https://github.com/videolan/vlc-android,Kotlin,GNU General Public License v2.0,966,124,0,212,4,24.7,25,9,3,0.4,305,0.60053,angular
3390,photoprism,https://github.com/photoprism/photoprism,Go,GNU Affero General Public License v3.0,9836,36,0,57,7,38.3,2,424,249,4.0,41,0.60014,eslint
